geo,year,unit,leg_stat,citizen,value
Türkiye,2011,NR,PER_SUSP,FOR,10458.0
Türkiye,2011,P_HTHAB,PER_CNV,FOR,10.36
Türkiye,2011,P_HTHAB,PER_PRSC,FOR,37.83
Türkiye,2011,P_HTHAB,PER_SUSP,FOR,14.19
Türkiye,2012,NR,PER_CNV,FOR,8866.0
Türkiye,2012,NR,PER_PRSC,FOR,26695.0
Türkiye,2012,NR,PER_SUSP,FOR,10277.0
Türkiye,2012,P_HTHAB,PER_CNV,FOR,11.86
Türkiye,2012,P_HTHAB,PER_PRSC,FOR,35.72
Türkiye,2012,P_HTHAB,PER_SUSP,FOR,13.75
Türkiye,2013,NR,PER_CNV,FOR,3400.0
Türkiye,2013,NR,PER_PRSC,FOR,31709.0
Türkiye,2013,NR,PER_SUSP,FOR,
Türkiye,2013,P_HTHAB,PER_CNV,FOR,4.5
Türkiye,2013,P_HTHAB,PER_PRSC,FOR,41.93
Türkiye,2013,P_HTHAB,PER_SUSP,FOR,
Türkiye,2014,NR,PER_CNV,FOR,5280.0
Türkiye,2014,NR,PER_PRSC,FOR,46816.0
Türkiye,2014,NR,PER_SUSP,FOR,
Türkiye,2014,P_HTHAB,PER_CNV,FOR,6.89
Türkiye,2014,P_HTHAB,PER_PRSC,FOR,61.06
Türkiye,2014,P_HTHAB,PER_SUSP,FOR,
Türkiye,2015,NR,PER_CNV,FOR,6002.0
Türkiye,2015,NR,PER_PRSC,FOR,57475.0
Türkiye,2015,NR,PER_SUSP,FOR,
Türkiye,2015,P_HTHAB,PER_CNV,FOR,7.72
Türkiye,2015,P_HTHAB,PER_PRSC,FOR,73.97
Türkiye,2015,P_HTHAB,PER_SUSP,FOR,
Türkiye,2016,NR,PER_CNV,FOR,5023.0
Türkiye,2016,NR,PER_PRSC,FOR,52575.0
Türkiye,2016,NR,PER_SUSP,FOR,
Türkiye,2016,P_HTHAB,PER_CNV,FOR,6.38
Türkiye,2016,P_HTHAB,PER_PRSC,FOR,66.77
Türkiye,2016,P_HTHAB,PER_SUSP,FOR,
Türkiye,2017,NR,PER_CNV,FOR,5833.0
Türkiye,2017,NR,PER_PRSC,FOR,68394.0
Türkiye,2017,NR,PER_SUSP,FOR,
Türkiye,2017,P_HTHAB,PER_CNV,FOR,7.31
Türkiye,2017,P_HTHAB,PER_PRSC,FOR,85.69
Türkiye,2017,P_HTHAB,PER_SUSP,FOR,
Türkiye,2018,NR,PER_CNV,FOR,9554.0
Türkiye,2018,NR,PER_PRSC,FOR,94448.0
Türkiye,2018,NR,PER_SUSP,FOR,
Türkiye,2018,P_HTHAB,PER_CNV,FOR,11.82
Türkiye,2018,P_HTHAB,PER_PRSC,FOR,116.88
Türkiye,2018,P_HTHAB,PER_SUSP,FOR,
Türkiye,2019,NR,PER_CNV,FOR,11205.0
Türkiye,2019,NR,PER_PRSC,FOR,135323.0
Türkiye,2019,NR,PER_SUSP,FOR,
Türkiye,2019,P_HTHAB,PER_CNV,FOR,13.66
Türkiye,2019,P_HTHAB,PER_PRSC,FOR,165.02
Türkiye,2019,P_HTHAB,PER_SUSP,FOR,
Türkiye,2020,NR,PER_CNV,FOR,10919.0
Türkiye,2020,NR,PER_PRSC,FOR,114003.0
Türkiye,2020,NR,PER_SUSP,FOR,
Türkiye,2020,P_HTHAB,PER_CNV,FOR,13.13
Türkiye,2020,P_HTHAB,PER_PRSC,FOR,137.1
Türkiye,2020,P_HTHAB,PER_SUSP,FOR,
Türkiye,2021,NR,PER_CNV,FOR,16647.0
Türkiye,2021,NR,PER_PRSC,FOR,147230.0
Türkiye,2021,NR,PER_SUSP,FOR,
Türkiye,2021,P_HTHAB,PER_CNV,FOR,19.91
Türkiye,2021,P_HTHAB,PER_PRSC,FOR,176.08
Türkiye,2021,P_HTHAB,PER_SUSP,FOR,
Türkiye,2022,NR,PER_CNV,FOR,16430.0
Türkiye,2022,NR,PER_PRSC,FOR,197949.0
Türkiye,2022,NR,PER_SUSP,FOR,
Türkiye,2022,P_HTHAB,PER_CNV,FOR,19.4
Türkiye,2022,P_HTHAB,PER_PRSC,FOR,233.76
Türkiye,2022,P_HTHAB,PER_SUSP,FOR,
Türkiye,2023,NR,PER_CNV,FOR,17008.0
Türkiye,2023,NR,PER_PRSC,FOR,237804.0
Türkiye,2023,NR,PER_SUSP,FOR,
Türkiye,2023,P_HTHAB,PER_CNV,FOR,19.94
Türkiye,2023,P_HTHAB,PER_PRSC,FOR,278.85
Türkiye,2023,P_HTHAB,PER_SUSP,FOR,
UKC-L,2008,NR,PER_CNV,FOR,
UKC-L,2008,NR,PER_PRSC,FOR,
UKC-L,2008,P_HTHAB,PER_CNV,FOR,
UKC-L,2008,P_HTHAB,PER_PRSC,FOR,
UKC-L,2009,NR,PER_CNV,FOR,
UKC-L,2009,NR,PER_PRSC,FOR,
UKC-L,2009,P_HTHAB,PER_CNV,FOR,
UKC-L,2009,P_HTHAB,PER_PRSC,FOR,
UKC-L,2010,NR,PER_CNV,FOR,
UKC-L,2010,NR,PER_PRSC,FOR,
UKC-L,2010,P_HTHAB,PER_CNV,FOR,
UKC-L,2010,P_HTHAB,PER_PRSC,FOR,
UKC-L,2011,NR,PER_CNV,FOR,
UKC-L,2011,NR,PER_PRSC,FOR,
UKC-L,2011,P_HTHAB,PER_CNV,FOR,
UKC-L,2011,P_HTHAB,PER_PRSC,FOR,
UKC-L,2012,NR,PER_CNV,FOR,
UKC-L,2012,NR,PER_PRSC,FOR,
UKC-L,2012,P_HTHAB,PER_CNV,FOR,
UKC-L,2012,P_HTHAB,PER_PRSC,FOR,
UKC-L,2013,NR,PER_CNV,FOR,
UKC-L,2013,NR,PER_PRSC,FOR,
UKC-L,2013,P_HTHAB,PER_CNV,FOR,
UKC-L,2013,P_HTHAB,PER_PRSC,FOR,
UKC-L,2014,NR,PER_CNV,FOR,
UKC-L,2014,NR,PER_PRSC,FOR,
UKC-L,2014,P_HTHAB,PER_CNV,FOR,
UKC-L,2014,P_HTHAB,PER_PRSC,FOR,
UKC-L,2015,NR,PER_CNV,FOR,
UKC-L,2015,NR,PER_PRSC,FOR,
UKC-L,2015,P_HTHAB,PER_CNV,FOR,
UKC-L,2015,P_HTHAB,PER_PRSC,FOR,
UKC-L,2016,NR,PER_CNV,FOR,
UKC-L,2016,NR,PER_PRSC,FOR,
UKC-L,2016,P_HTHAB,PER_CNV,FOR,
UKC-L,2016,P_HTHAB,PER_PRSC,FOR,
UKC-L,2017,NR,PER_CNV,FOR,
UKC-L,2017,NR,PER_PRSC,FOR,
UKC-L,2017,P_HTHAB,PER_CNV,FOR,
UKC-L,2017,P_HTHAB,PER_PRSC,FOR,
UKC-L,2018,NR,PER_CNV,FOR,
UKC-L,2018,NR,PER_PRSC,FOR,
UKC-L,2018,P_HTHAB,PER_CNV,FOR,
UKC-L,2018,P_HTHAB,PER_PRSC,FOR,
UKC-L,2019,NR,PER_CNV,FOR,
UKC-L,2019,NR,PER_PRSC,FOR,
UKC-L,2019,P_HTHAB,PER_CNV,FOR,
UKC-L,2019,P_HTHAB,PER_PRSC,FOR,
UKC-L,2020,NR,PER_CNV,FOR,
UKC-L,2020,NR,PER_PRSC,FOR,
UKC-L,2020,P_HTHAB,PER_CNV,FOR,
UKC-L,2020,P_HTHAB,PER_PRSC,FOR,
UKC-L,2021,NR,PER_CNV,FOR,
UKC-L,2021,NR,PER_PRSC,FOR,
UKC-L,2021,P_HTHAB,PER_CNV,FOR,
UKC-L,2021,P_HTHAB,PER_PRSC,FOR,
UKC-L,2022,NR,PER_CNV,FOR,
UKC-L,2022,NR,PER_PRSC,FOR,
UKC-L,2022,P_HTHAB,PER_CNV,FOR,
UKC-L,2022,P_HTHAB,PER_PRSC,FOR,
UKC-L,2023,NR,PER_CNV,FOR,
UKC-L,2023,NR,PER_PRSC,FOR,
UKC-L,2023,P_HTHAB,PER_CNV,FOR,
UKC-L,2023,P_HTHAB,PER_PRSC,FOR,
UKM,2008,NR,PER_CNV,FOR,
UKM,2008,NR,PER_PRSC,FOR,
UKM,2008,NR,PER_SUSP,FOR,
UKM,2008,P_HTHAB,PER_CNV,FOR,
UKM,2008,P_HTHAB,PER_PRSC,FOR,
UKM,2008,P_HTHAB,PER_SUSP,FOR,
UKM,2009,NR,PER_CNV,FOR,
UKM,2009,NR,PER_PRSC,FOR,
UKM,2009,NR,PER_SUSP,FOR,
UKM,2009,P_HTHAB,PER_CNV,FOR,
UKM,2009,P_HTHAB,PER_PRSC,FOR,
UKM,2009,P_HTHAB,PER_SUSP,FOR,
UKM,2010,NR,PER_CNV,FOR,
UKM,2010,NR,PER_PRSC,FOR,
UKM,2010,NR,PER_SUSP,FOR,
UKM,2010,P_HTHAB,PER_CNV,FOR,
UKM,2010,P_HTHAB,PER_PRSC,FOR,
UKM,2010,P_HTHAB,PER_SUSP,FOR,
UKM,2011,NR,PER_CNV,FOR,
UKM,2011,NR,PER_PRSC,FOR,
UKM,2011,NR,PER_SUSP,FOR,
UKM,2011,P_HTHAB,PER_CNV,FOR,
UKM,2011,P_HTHAB,PER_PRSC,FOR,
UKM,2011,P_HTHAB,PER_SUSP,FOR,
UKM,2012,NR,PER_CNV,FOR,
UKM,2012,NR,PER_PRSC,FOR,
UKM,2012,NR,PER_SUSP,FOR,
UKM,2012,P_HTHAB,PER_CNV,FOR,
UKM,2012,P_HTHAB,PER_PRSC,FOR,
UKM,2012,P_HTHAB,PER_SUSP,FOR,
UKM,2013,NR,PER_CNV,FOR,
UKM,2013,NR,PER_PRSC,FOR,
UKM,2013,NR,PER_SUSP,FOR,
UKM,2013,P_HTHAB,PER_CNV,FOR,
UKM,2013,P_HTHAB,PER_PRSC,FOR,
UKM,2013,P_HTHAB,PER_SUSP,FOR,
UKM,2014,NR,PER_CNV,FOR,
UKM,2014,NR,PER_PRSC,FOR,
UKM,2014,NR,PER_SUSP,FOR,
UKM,2014,P_HTHAB,PER_CNV,FOR,
UKM,2014,P_HTHAB,PER_PRSC,FOR,
UKM,2014,P_HTHAB,PER_SUSP,FOR,
UKM,2015,NR,PER_CNV,FOR,
UKM,2015,NR,PER_PRSC,FOR,
UKM,2015,NR,PER_SUSP,FOR,
UKM,2015,P_HTHAB,PER_CNV,FOR,
UKM,2015,P_HTHAB,PER_PRSC,FOR,
UKM,2015,P_HTHAB,PER_SUSP,FOR,
UKM,2016,NR,PER_CNV,FOR,
UKM,2016,NR,PER_PRSC,FOR,
UKM,2016,NR,PER_SUSP,FOR,
UKM,2016,P_HTHAB,PER_CNV,FOR,
UKM,2016,P_HTHAB,PER_PRSC,FOR,
UKM,2016,P_HTHAB,PER_SUSP,FOR,
UKM,2017,NR,PER_CNV,FOR,
UKM,2017,NR,PER_PRSC,FOR,
UKM,2017,NR,PER_SUSP,FOR,
UKM,2017,P_HTHAB,PER_CNV,FOR,
UKM,2017,P_HTHAB,PER_PRSC,FOR,
UKM,2017,P_HTHAB,PER_SUSP,FOR,
UKM,2018,NR,PER_CNV,FOR,
UKM,2018,NR,PER_PRSC,FOR,
UKM,2018,NR,PER_SUSP,FOR,
UKM,2018,P_HTHAB,PER_CNV,FOR,
UKM,2018,P_HTHAB,PER_PRSC,FOR,
UKM,2018,P_HTHAB,PER_SUSP,FOR,
UKM,2019,NR,PER_CNV,FOR,
UKM,2019,NR,PER_PRSC,FOR,
UKM,2019,NR,PER_SUSP,FOR,
UKM,2019,P_HTHAB,PER_CNV,FOR,
UKM,2019,P_HTHAB,PER_PRSC,FOR,
UKM,2019,P_HTHAB,PER_SUSP,FOR,
UKM,2020,NR,PER_CNV,FOR,
UKM,2020,NR,PER_PRSC,FOR,
UKM,2020,NR,PER_SUSP,FOR,
UKM,2020,P_HTHAB,PER_CNV,FOR,
UKM,2020,P_HTHAB,PER_PRSC,FOR,
UKM,2020,P_HTHAB,PER_SUSP,FOR,
UKM,2021,NR,PER_CNV,FOR,
UKM,2021,NR,PER_PRSC,FOR,
UKM,2021,NR,PER_SUSP,FOR,
UKM,2021,P_HTHAB,PER_CNV,FOR,
UKM,2021,P_HTHAB,PER_PRSC,FOR,
UKM,2021,P_HTHAB,PER_SUSP,FOR,
UKM,2022,NR,PER_CNV,FOR,
UKM,2022,NR,PER_PRSC,FOR,
UKM,2022,NR,PER_SUSP,FOR,
UKM,2022,P_HTHAB,PER_CNV,FOR,
UKM,2022,P_HTHAB,PER_PRSC,FOR,
UKM,2022,P_HTHAB,PER_SUSP,FOR,
UKM,2023,NR,PER_CNV,FOR,
UKM,2023,NR,PER_PRSC,FOR,
UKM,2023,NR,PER_SUSP,FOR,
UKM,2023,P_HTHAB,PER_CNV,FOR,
UKM,2023,P_HTHAB,PER_PRSC,FOR,
UKM,2023,P_HTHAB,PER_SUSP,FOR,
UKN,2008,NR,PER_CNV,FOR,
UKN,2008,NR,PER_PRSC,FOR,
UKN,2008,NR,PER_SUSP,FOR,
UKN,2008,P_HTHAB,PER_CNV,FOR,
UKN,2008,P_HTHAB,PER_PRSC,FOR,
UKN,2008,P_HTHAB,PER_SUSP,FOR,
UKN,2009,NR,PER_CNV,FOR,
UKN,2009,NR,PER_PRSC,FOR,
UKN,2009,NR,PER_SUSP,FOR,
UKN,2009,P_HTHAB,PER_CNV,FOR,
UKN,2009,P_HTHAB,PER_PRSC,FOR,
UKN,2009,P_HTHAB,PER_SUSP,FOR,
UKN,2010,NR,PER_CNV,FOR,
UKN,2010,NR,PER_PRSC,FOR,
UKN,2010,NR,PER_SUSP,FOR,
UKN,2010,P_HTHAB,PER_CNV,FOR,
UKN,2010,P_HTHAB,PER_PRSC,FOR,
UKN,2010,P_HTHAB,PER_SUSP,FOR,
UKN,2011,NR,PER_CNV,FOR,
UKN,2011,NR,PER_PRSC,FOR,
UKN,2011,NR,PER_SUSP,FOR,
UKN,2011,P_HTHAB,PER_CNV,FOR,
UKN,2011,P_HTHAB,PER_PRSC,FOR,
UKN,2011,P_HTHAB,PER_SUSP,FOR,
UKN,2012,NR,PER_CNV,FOR,
UKN,2012,NR,PER_PRSC,FOR,
UKN,2012,NR,PER_SUSP,FOR,
UKN,2012,P_HTHAB,PER_CNV,FOR,
UKN,2012,P_HTHAB,PER_PRSC,FOR,
UKN,2012,P_HTHAB,PER_SUSP,FOR,
UKN,2013,NR,PER_CNV,FOR,
UKN,2013,NR,PER_PRSC,FOR,
UKN,2013,NR,PER_SUSP,FOR,
UKN,2013,P_HTHAB,PER_CNV,FOR,
UKN,2013,P_HTHAB,PER_PRSC,FOR,
UKN,2013,P_HTHAB,PER_SUSP,FOR,
UKN,2014,NR,PER_CNV,FOR,
UKN,2014,NR,PER_PRSC,FOR,
UKN,2014,NR,PER_SUSP,FOR,
UKN,2014,P_HTHAB,PER_CNV,FOR,
UKN,2014,P_HTHAB,PER_PRSC,FOR,
UKN,2014,P_HTHAB,PER_SUSP,FOR,
UKN,2015,NR,PER_CNV,FOR,
UKN,2015,NR,PER_PRSC,FOR,
UKN,2015,NR,PER_SUSP,FOR,
UKN,2015,P_HTHAB,PER_CNV,FOR,
UKN,2015,P_HTHAB,PER_PRSC,FOR,
UKN,2015,P_HTHAB,PER_SUSP,FOR,
UKN,2016,NR,PER_CNV,FOR,
UKN,2016,NR,PER_PRSC,FOR,
UKN,2016,NR,PER_SUSP,FOR,
UKN,2016,P_HTHAB,PER_CNV,FOR,
UKN,2016,P_HTHAB,PER_PRSC,FOR,
UKN,2016,P_HTHAB,PER_SUSP,FOR,
UKN,2017,NR,PER_CNV,FOR,
UKN,2017,NR,PER_PRSC,FOR,
UKN,2017,NR,PER_SUSP,FOR,
UKN,2017,P_HTHAB,PER_CNV,FOR,
UKN,2017,P_HTHAB,PER_PRSC,FOR,
UKN,2017,P_HTHAB,PER_SUSP,FOR,
UKN,2018,NR,PER_CNV,FOR,
UKN,2018,NR,PER_PRSC,FOR,
UKN,2018,NR,PER_SUSP,FOR,
UKN,2018,P_HTHAB,PER_CNV,FOR,
UKN,2018,P_HTHAB,PER_PRSC,FOR,
UKN,2018,P_HTHAB,PER_SUSP,FOR,
UKN,2019,NR,PER_CNV,FOR,
UKN,2019,NR,PER_PRSC,FOR,
UKN,2019,NR,PER_SUSP,FOR,
UKN,2019,P_HTHAB,PER_CNV,FOR,
UKN,2019,P_HTHAB,PER_PRSC,FOR,
UKN,2019,P_HTHAB,PER_SUSP,FOR,
UKN,2020,NR,PER_CNV,FOR,
UKN,2020,NR,PER_PRSC,FOR,
UKN,2020,NR,PER_SUSP,FOR,
UKN,2020,P_HTHAB,PER_CNV,FOR,
UKN,2020,P_HTHAB,PER_PRSC,FOR,
UKN,2020,P_HTHAB,PER_SUSP,FOR,
UKN,2021,NR,PER_CNV,FOR,
UKN,2021,NR,PER_PRSC,FOR,
UKN,2021,NR,PER_SUSP,FOR,
UKN,2021,P_HTHAB,PER_CNV,FOR,
UKN,2021,P_HTHAB,PER_PRSC,FOR,
UKN,2021,P_HTHAB,PER_SUSP,FOR,
UKN,2022,NR,PER_CNV,FOR,
UKN,2022,NR,PER_PRSC,FOR,
UKN,2022,NR,PER_SUSP,FOR,
UKN,2022,P_HTHAB,PER_CNV,FOR,
UKN,2022,P_HTHAB,PER_PRSC,FOR,
UKN,2022,P_HTHAB,PER_SUSP,FOR,
UKN,2023,NR,PER_CNV,FOR,
UKN,2023,NR,PER_PRSC,FOR,
UKN,2023,NR,PER_SUSP,FOR,
UKN,2023,P_HTHAB,PER_CNV,FOR,
UKN,2023,P_HTHAB,PER_PRSC,FOR,
UKN,2023,P_HTHAB,PER_SUSP,FOR,
Albania,2008,NR,PER_CNV,NAT,
Albania,2008,NR,PER_PRSC,NAT,
Albania,2008,NR,PER_SUSP,NAT,
Albania,2008,P_HTHAB,PER_CNV,NAT,
Albania,2008,P_HTHAB,PER_PRSC,NAT,
Albania,2008,P_HTHAB,PER_SUSP,NAT,
Albania,2009,NR,PER_CNV,NAT,
Albania,2009,NR,PER_PRSC,NAT,
Albania,2009,NR,PER_SUSP,NAT,
Albania,2009,P_HTHAB,PER_CNV,NAT,
Albania,2009,P_HTHAB,PER_PRSC,NAT,
Albania,2009,P_HTHAB,PER_SUSP,NAT,
Albania,2010,NR,PER_CNV,NAT,
Albania,2010,NR,PER_PRSC,NAT,
Albania,2010,NR,PER_SUSP,NAT,
Albania,2010,P_HTHAB,PER_CNV,NAT,
Albania,2010,P_HTHAB,PER_PRSC,NAT,
Albania,2010,P_HTHAB,PER_SUSP,NAT,
Albania,2011,NR,PER_CNV,NAT,
Albania,2011,NR,PER_PRSC,NAT,
Albania,2011,NR,PER_SUSP,NAT,
Albania,2011,P_HTHAB,PER_CNV,NAT,
Albania,2011,P_HTHAB,PER_PRSC,NAT,
Albania,2011,P_HTHAB,PER_SUSP,NAT,
Albania,2012,NR,PER_CNV,NAT,
Albania,2012,NR,PER_PRSC,NAT,
Albania,2012,NR,PER_SUSP,NAT,
Albania,2012,P_HTHAB,PER_CNV,NAT,
Albania,2012,P_HTHAB,PER_PRSC,NAT,
Albania,2012,P_HTHAB,PER_SUSP,NAT,
Albania,2013,NR,PER_CNV,NAT,
Albania,2013,NR,PER_PRSC,NAT,12043.0
Albania,2013,NR,PER_SUSP,NAT,
Albania,2013,P_HTHAB,PER_CNV,NAT,
Albania,2013,P_HTHAB,PER_PRSC,NAT,
Albania,2013,P_HTHAB,PER_SUSP,NAT,
Albania,2014,NR,PER_CNV,NAT,
Albania,2014,NR,PER_PRSC,NAT,19322.0
Albania,2014,NR,PER_SUSP,NAT,
Albania,2014,P_HTHAB,PER_CNV,NAT,
Albania,2014,P_HTHAB,PER_PRSC,NAT,667.2
Albania,2014,P_HTHAB,PER_SUSP,NAT,
Albania,2015,NR,PER_CNV,NAT,
Albania,2015,NR,PER_PRSC,NAT,19721.0
Albania,2015,NR,PER_SUSP,NAT,36787.0
Albania,2015,P_HTHAB,PER_CNV,NAT,
Albania,2015,P_HTHAB,PER_PRSC,NAT,681.84
Albania,2015,P_HTHAB,PER_SUSP,NAT,1274.76
Albania,2016,NR,PER_CNV,NAT,
Albania,2016,NR,PER_PRSC,NAT,
Albania,2016,NR,PER_SUSP,NAT,34188.0
Albania,2016,P_HTHAB,PER_CNV,NAT,
Albania,2016,P_HTHAB,PER_PRSC,NAT,
Albania,2016,P_HTHAB,PER_SUSP,NAT,1188.9
Albania,2017,NR,PER_CNV,NAT,
Albania,2017,NR,PER_PRSC,NAT,
Albania,2017,NR,PER_SUSP,NAT,35523.0
Albania,2017,P_HTHAB,PER_CNV,NAT,
Albania,2017,P_HTHAB,PER_PRSC,NAT,
Albania,2017,P_HTHAB,PER_SUSP,NAT,1234.9
Albania,2018,NR,PER_CNV,NAT,
Albania,2018,NR,PER_PRSC,NAT,16008.0
Albania,2018,NR,PER_SUSP,NAT,39034.0
Albania,2018,P_HTHAB,PER_CNV,NAT,
Albania,2018,P_HTHAB,PER_PRSC,NAT,557.71
Albania,2018,P_HTHAB,PER_SUSP,NAT,1359.92
Albania,2019,NR,PER_CNV,NAT,
Albania,2019,NR,PER_PRSC,NAT,
Albania,2019,NR,PER_SUSP,NAT,42429.0
Albania,2019,P_HTHAB,PER_CNV,NAT,
Albania,2019,P_HTHAB,PER_PRSC,NAT,
Albania,2019,P_HTHAB,PER_SUSP,NAT,1482.27
Albania,2020,NR,PER_CNV,NAT,
Albania,2020,NR,PER_PRSC,NAT,
Albania,2020,NR,PER_SUSP,NAT,40350.0
Albania,2020,P_HTHAB,PER_CNV,NAT,
Albania,2020,P_HTHAB,PER_PRSC,NAT,
Albania,2020,P_HTHAB,PER_SUSP,NAT,1417.8
Albania,2021,NR,PER_CNV,NAT,
Albania,2021,NR,PER_PRSC,NAT,
Albania,2021,NR,PER_SUSP,NAT,38675.0
Albania,2021,P_HTHAB,PER_CNV,NAT,
Albania,2021,P_HTHAB,PER_PRSC,NAT,
Albania,2021,P_HTHAB,PER_SUSP,NAT,1366.73
Albania,2022,NR,PER_CNV,NAT,
Albania,2022,NR,PER_PRSC,NAT,
Albania,2022,NR,PER_SUSP,NAT,37609.0
Albania,2022,P_HTHAB,PER_CNV,NAT,
Albania,2022,P_HTHAB,PER_PRSC,NAT,
Albania,2022,P_HTHAB,PER_SUSP,NAT,1346.26
Albania,2023,NR,PER_CNV,NAT,
Albania,2023,NR,PER_PRSC,NAT,
Albania,2023,NR,PER_SUSP,NAT,38752.0
Albania,2023,P_HTHAB,PER_CNV,NAT,
Albania,2023,P_HTHAB,PER_PRSC,NAT,
Albania,2023,P_HTHAB,PER_SUSP,NAT,1403.15
Austria,2008,NR,PER_CNV,NAT,27235.0
Austria,2008,NR,PER_PRSC,NAT,
Austria,2008,NR,PER_SUSP,NAT,175238.0
Austria,2008,P_HTHAB,PER_CNV,NAT,327.82
Austria,2008,P_HTHAB,PER_PRSC,NAT,
Austria,2008,P_HTHAB,PER_SUSP,NAT,2109.27
Austria,2009,NR,PER_CNV,NAT,26559.0
Austria,2009,NR,PER_PRSC,NAT,
Austria,2009,NR,PER_SUSP,NAT,176587.0
Austria,2009,P_HTHAB,PER_CNV,NAT,318.64
Austria,2009,P_HTHAB,PER_PRSC,NAT,
Austria,2009,P_HTHAB,PER_SUSP,NAT,2118.62
Austria,2010,NR,PER_CNV,NAT,26332.0
Austria,2010,NR,PER_PRSC,NAT,
Austria,2010,NR,PER_SUSP,NAT,170766.0
Austria,2010,P_HTHAB,PER_CNV,NAT,315.29
Austria,2010,P_HTHAB,PER_PRSC,NAT,
Austria,2010,P_HTHAB,PER_SUSP,NAT,2044.7
Austria,2011,NR,PER_CNV,NAT,24836.0
Austria,2011,NR,PER_PRSC,NAT,
Austria,2011,NR,PER_SUSP,NAT,182264.0
Austria,2011,P_HTHAB,PER_CNV,NAT,296.54
Austria,2011,P_HTHAB,PER_PRSC,NAT,
Austria,2011,P_HTHAB,PER_SUSP,NAT,2176.24
Austria,2012,NR,PER_CNV,NAT,23746.0
Austria,2012,NR,PER_PRSC,NAT,
Austria,2012,NR,PER_SUSP,NAT,179049.0
Austria,2012,P_HTHAB,PER_CNV,NAT,282.42
Austria,2012,P_HTHAB,PER_PRSC,NAT,
Austria,2012,P_HTHAB,PER_SUSP,NAT,2129.48
Austria,2013,NR,PER_CNV,NAT,22317.0
Austria,2013,NR,PER_PRSC,NAT,
Austria,2013,NR,PER_SUSP,NAT,174774.0
Austria,2013,P_HTHAB,PER_CNV,NAT,264.05
Austria,2013,P_HTHAB,PER_PRSC,NAT,
Austria,2013,P_HTHAB,PER_SUSP,NAT,2067.88
Austria,2014,NR,PER_CNV,NAT,20770.0
Austria,2014,NR,PER_PRSC,NAT,
Austria,2014,NR,PER_SUSP,NAT,166221.0
Austria,2014,P_HTHAB,PER_CNV,NAT,244.16
Austria,2014,P_HTHAB,PER_PRSC,NAT,
Austria,2014,P_HTHAB,PER_SUSP,NAT,1953.96
Austria,2015,NR,PER_CNV,NAT,19261.0
Austria,2015,NR,PER_PRSC,NAT,169335.0
Austria,2015,NR,PER_SUSP,NAT,157776.0
Austria,2015,P_HTHAB,PER_CNV,NAT,224.59
Austria,2015,P_HTHAB,PER_PRSC,NAT,1974.46
Austria,2015,P_HTHAB,PER_SUSP,NAT,1839.68
Austria,2016,NR,PER_CNV,NAT,17930.0
Austria,2016,NR,PER_PRSC,NAT,
Austria,2016,NR,PER_SUSP,NAT,164609.0
Austria,2016,P_HTHAB,PER_CNV,NAT,206.08
Austria,2016,P_HTHAB,PER_PRSC,NAT,
Austria,2016,P_HTHAB,PER_SUSP,NAT,1891.96
Austria,2017,NR,PER_CNV,NAT,17745.0
Austria,2017,NR,PER_PRSC,NAT,
Austria,2017,NR,PER_SUSP,NAT,164818.0
Austria,2017,P_HTHAB,PER_CNV,NAT,202.27
Austria,2017,P_HTHAB,PER_PRSC,NAT,
Austria,2017,P_HTHAB,PER_SUSP,NAT,1878.72
Austria,2018,NR,PER_CNV,NAT,15622.0
Austria,2018,NR,PER_PRSC,NAT,
Austria,2018,NR,PER_SUSP,NAT,173156.0
Austria,2018,P_HTHAB,PER_CNV,NAT,177.07
Austria,2018,P_HTHAB,PER_PRSC,NAT,
Austria,2018,P_HTHAB,PER_SUSP,NAT,1962.72
Austria,2019,NR,PER_CNV,NAT,15619.0
Austria,2019,NR,PER_PRSC,NAT,
Austria,2019,NR,PER_SUSP,NAT,182355.0
Austria,2019,P_HTHAB,PER_CNV,NAT,176.31
Austria,2019,P_HTHAB,PER_PRSC,NAT,
Austria,2019,P_HTHAB,PER_SUSP,NAT,2058.47
Austria,2020,NR,PER_CNV,NAT,14051.0
Austria,2020,NR,PER_PRSC,NAT,
Austria,2020,NR,PER_SUSP,NAT,167183.0
Austria,2020,P_HTHAB,PER_CNV,NAT,157.86
Austria,2020,P_HTHAB,PER_PRSC,NAT,
Austria,2020,P_HTHAB,PER_SUSP,NAT,1878.24
Austria,2021,NR,PER_CNV,NAT,13936.0
Austria,2021,NR,PER_PRSC,NAT,
Austria,2021,NR,PER_SUSP,NAT,162891.0
Austria,2021,P_HTHAB,PER_CNV,NAT,156.01
Austria,2021,P_HTHAB,PER_PRSC,NAT,
Austria,2021,P_HTHAB,PER_SUSP,NAT,1823.54
Austria,2022,NR,PER_CNV,NAT,14052.0
Austria,2022,NR,PER_PRSC,NAT,
Austria,2022,NR,PER_SUSP,NAT,173909.0
Austria,2022,P_HTHAB,PER_CNV,NAT,156.5
Austria,2022,P_HTHAB,PER_PRSC,NAT,
Austria,2022,P_HTHAB,PER_SUSP,NAT,1936.86
Austria,2023,NR,PER_CNV,NAT,13754.0
Austria,2023,NR,PER_PRSC,NAT,
Austria,2023,NR,PER_SUSP,NAT,179488.0
Austria,2023,P_HTHAB,PER_CNV,NAT,151.06
Austria,2023,P_HTHAB,PER_PRSC,NAT,
